@id	@sens-resultat	00 euro	000 00 euro	1 20	1 20 mètre	1 500 00	100 euro	1000	11 db	11 janvier 2011	11 juin	1134	12 février	12 mai	120	150 euro	19 novembre	1996	1er avril	1er décembre	1er octobre	2 000 euro	2 5	2 500 00	2 avril 2015	2 juin	2 mètre	20 avril	20 mètre	2005	2010 monsieur	2014 par conclusion	2015 auquel	2015 il demander	2015 le époux	2015 monsieur b	2015 vu	21 avril	21 avril 2015	21 janvier	21 septembre	21 septembre 2015	22 janvier	22 janvier 2015	2224	2224 du code	23 décembre	23 mars	23 mars 2015	24 janvier	24 novembre	25 mètre	26 janvier	28 octobre	2ème	3 février	3 juillet	3 mars	30 avril	30 db	31 mai	37	4 000 00	4 février	4 octobre	44	5 an	5 db	500 00	500 00 euro	5000 euro	6 et 7	6 moi mois	6 mètre	6 novembre	6 septembre	6 septembre 2013	60	600 euro	62	681	681 du code	694	7 db	7 septembre	700 du coder	8 décembre	8 janvier 2016	8 novembre	80	9 an	94	abandonner	abord	abri de jardin	absence de démonstration	absoudre	abus de droit	abuser	abusif compter	abusif compter tenir	abusif condamner	abusif condamner solidairement	acoustique	acte du 1er	action en justice	action engager	admis	adverse	affecter le partie	afin de obtenir	agir contre	agir tant	agrandissement	agricole	agrément	ainsi commettre	ajouter condamne in	ajouter rejette	allouer en premier	alloué à monsieur	aménager	an à compter	analyse	ancien du code	ancrage	anti	appartement dont	appartement du époux	appartenir au époux	appel dont	appel en conséquence	appel enregistrer	appel et dit	appel général	appel interjeter	appel le époux	appel recevable	appelant qui succomber	appeler en cause	apporter	arbre litigieux	arrachage	arrosage	arrêt contradictoire après	article 1134	article 2224	article 681	assainissement	assez	assigner madame	assise	assurer auprès	astreindre de 100	astreindre prononcer	astreinte de 20	atteinte	attendre	attendu	attestation de monsieur	aucun atteinte	aucun construction	aucun disposition	aucun du partie	aucun pièce	aucun servitude	aucunement	aujourd	aujourd hui	auparavant	auquel le cour	autonome	autoriser l accès	autoriser à faire	autre demande plus	autre partie	avenir	avocat au offre	avril 2008	avril 2009	avril 2012	avril 2014	avérer	b au paiement	b et madame	b un somme	b être propriétaire	bail	beaucoup	bordure	brise	bruir	bruir bruire	bruire	bruit entre	bureau	bâtir	calme	capable	caractère très	cas échoir	causalité entre	cause du désordre	cause le demande	cause monsieur	causer de appel	celui ci pouvoir	celui de 2000	cent	cent euro	central	centre	certain photographie	chacun du partie	chantier en cour	chaque année	chaque partie	charpente	chiffrer	chiffrer le coût	choisir	choix	christophe	ci pouvoir	ciment	cinq cent	cinq cent euro	civil dispos	civil il convenir	civil le clôture	civil le ordonnance	civil monsieur	civil par acte	civil tout	civil à payer	claude g	cloison	clore	clôture séparatif	clôturer	cm	code civil condamner	code civil tout	colette	commettre de faute	commis	comparaison	complémentaire	comprendre le coût	comprendre le dépens	compromettre	compter du jugement	compétence du juge	concerner ni	conclure au rejet	conclusion du 21	conclusion du 22	conclusion déposer	condamnant	condamnation de madame	condamnation du époux	condamnation mettre	condamnation qui pouvoir	condamnation sous	condamne in	condamne in solidum	condamne madame	condamner au entier	condamner à démolir	condamné in	condamné in solidum	condamné madame	condition dans lequel	confier à monsieur	conjointement	consentement	conservatoire	considérer que aucun	constat établir	construction du mur	construire délivrer	construire son maison	construire un terrasse	consécutif	conséquence débouter	conséquence monsieur	conséquence à titre	contestable	contradictoirement confirme	contradictoirement déclare	contradictoirement infirme	contravention	contre le époux	convention	copropriété avoir faire	correspondre au coût	couloir	cour de constater	cour de débouter	cour déclare	cour se référer	courrier échanger	couvrir	coût total	coûteux	cri	date du 11	date du 15	date du 23	date du 25	date du 4	date du 8	dater du 24	db	deboute	deboute le partie	dehors	demande concernant	demande condamner	demande condamné monsieur	demande de christian	demande de condamnation	demande de démolition	demande de indemnisation	demande incident	demande subsidiaire	demande tendant	demande à titre	demander au titre	demander reconventionnel	dense	depuis le 23	dernier conclusion notifier	dernier conclusion signifier	dernier conclusion transmettre	dernier ne pouvoir	descente de eau	descriptif de division	desdits	desdits travail	desservir	dessous	deux attestation	deux foi	deux foi fois	deux mille	deux moi mois	deux niveau	deux point	devant l expert	devant le premier	devenir	devenir définitif	devis de réparation	devis établir	devoir établir	devoir être condamner	devoir être débouter	devoir être effectuer	dilatoire	diminuer	direction du vent	diriger vers	disparaître	disposition du article	distance inférieur	distance réglementaire	distancer	diviser	docteur	domaine	donc lieu	donc à bon	dont il résulter	dont le hauteur	dossier	dresser par maître	droit de obtenir	droit du tiers	droit à indemnisation	durée	débordement	déboute madame	débouté du demande	débouté le partie	décembre 2015 monsieur	décision du premier	décision suivant	décision à intervenir	déclaration au greffe	déclaration de travail	déclaration en date	déclare l appel	déclarer responsable	déclaré sans objet	déduction	défense	dégât du eau	dégénérer	dégénérer en abus	délai de 6	délai de prescription	délictuelle	démolition du cloison	démonstration	dépendre	dépens exposer	dépens ils faire	dépens le époux	dépens monsieur	dépens par conclusion	dépens qui pouvoir	dépens y comprendre	eau de ruissellement	effondrement	emprise	enceinte	encombrer	encontre du époux	enjoindre	ensuivre	entourer	entre le parcelle	entreprendre du travail	envahissement	environnement résidentiel	erreur	escalier	euro ht	euro par application	exact	examen	exclure	expert et ordonner	expert par ordonnancer	expertise amiable	expertiser confier	expertiser judiciaire	exploiter	exploiter par monsieur	exposer en appel	exposer en cause	exposé du litige	expressément renvoyer	expressément viser	exécuter le travail	facture	faible	faire assigner madame	faire fonctionner	faire procéder	faire verser	faire édifier	fait du trouble	falloir	fauter	faveur du fond	fenêtre	fenêtrer	ferme	fin de obtenir	fixe	fixer	fond fonds appartenir	fondement du article	fondement du disposition	fonder à invoquer	fonds appartenir	fonds du époux	force publique	former appel	fournir	fragiliser	frais de procédure	frais et honoraire	frais exposer	frais irrépétibles condamne	frais non	frais non comprendre	français	fréquenter	février 2007	février 2016 motifs	g de réformer	g le somme	garantie former	garantir de tout	gazon	genre	gravats	greffe le 21	grever	gros uvre	gérant	habitant	habitation du époux	habitation situer	habituel	harmonie	hauteur de 2	hauteur de 5	hauteur de appel	homme	honoraire	honoraire honoraires	honoraires	horaire	hors	hors de cause	ht	hui	huissier du 10	huit	huit jour	héritage	ignorer	ii	immatériel	immeuble bâtir	immeuble de monsieur	immeuble du consort	immeuble du époux	immeuble monsieur	immeuble voisin	immeuble à usage	immédiatement	impression	in solidum madame	incidence	incompétent	indemne	indemnisation au titre	indexation	indivision	indépendant	infiltration	infiniment	infiniment subsidiaire	infirme en tout	information	inférieur à celui	ingénieur	initial	installation classer	instance ainsi	instance de aix	instance de toulouse	insupportable	intention	intention de nuire	interdiction	interdire	intervenant	intervenant volontaire	intervenir condamner	intervenir sous	intervenir sous astreinte	intervenir à titre	intimé il résulter	intérêt le réforme	intérêt y ajouter	invoquer l existence	irrépétibles condamne	janvier 2011	jardin dont	jean pierre	jour suivre	juge avoir justement	juge avoir énoncer	juge ne pouvoir	juge être confirmer	jugement de premier	jugement du 4	jugement en conséquence	juger monsieur	juillet 2009	juin 2015 monsieur	juridiction	justement apprécier	justement retenir	justifier avoir subir	lecture	lequel monsieur	lieu louer	lieu sous	linge	liquidation	liquidation de astreinte	liquidation judiciaire	liquider	liquider l astreindre	litige monsieur	litige monsieur jean	local de urbanisme	local situer	locataire	location	logement	loi du 17	long du mur	lot numéro	lotissement	louer	léger	légitime	madame colette	madame f	maison de monsieur	manifestation	manque	manque de ensoleillement	manquer	manuscrit	marche	mars 2016 motifs	masse	massif	mauvais foi	maximal	maître de uvre	maître monsieur	maîtrise	maîtrise de uvre	mentionner	mesure conservatoire	mesure de expertise	mettre en uvre	mettre hors	michel	milieu	mille	mille cinq	mille cinq cent	minuit	mise en cause	mm	mois de août	moment	monsieur b	monsieur c madame	monsieur claude	monsieur claude g	monsieur jean pierre	monsieur r	monsieur v	montant du dommage	montant du travail	monter	moral subir	motif confirme	motif statuer	multiplier	multiplier le procédure	mur dont	mur du époux	mur litigieux	mètre de longueur	naître	nettoyer	neuf	nier	nom	norme	notamment celui	notoirement	nouveau astreinte	nouveau condamner	nouveau condamner monsieur	nouveau dit	nouveau déboute	nouveau en cause	novembre 2005	novembre 2012	nu	nuisance sonore	objectif	observation	obstruction	obtenir l accord	obtenir le réparation	obtenir un provision	obtention	octobre 2013 madame	odeur	offre	offre de droit	opinion	opposable	opposer le époux	ordonnance du 13	ordonnance du 29	ordonner un complément	ordonner un expertise	ordonné à monsieur	ordre	ossature	ouest	outre celui	outre indexation	où le cour	p monsieur	p supporter	p être propriétaire	paiement de 1	paiement de dommage	paiement du dépens	paraître	parc	parcelle situer	parents	parking	partager	parti commune	partie privatif	partiel	partir commune	payer le entier	payer le sommer	payer à titre	peinture	pelleteuse	perdre	permettre de établir	persister	perte de valeur	perte de vue	peu important	pierre	pierre p	piscine	pièce 19	pièce 2	pièce 20	pièce 6	placer	plan local	plancher	plantation	planter	plus absoudre	plus important	plus proche	pluvial se écouler	point attendu	point en effet	pompe	poste	poste postes	postes	potentiel	pourcentage	poursuivre le travail	pourtant	poutre	pouvoir constituer	pouvoir prononcer	pouvoir prospérer	pouvoir résulter	pouvoir être prononcer	pouvoir être qualifier	pouvoir être tenir	pratiquer	premier instance dont	pretentions	principal déclarer	principal déclarer irrecevable	procéder au travail	procéder monsieur	procédure abusif condamner	procédure civil monsieur	procédure ne permettre	produire au débat	prononcer du condamnation	propre à remédier	propriétaire devoir	propriétaire devoir établir	propriétaire voisin	propriété de madame	prospérer	provisionnel	provisoire du jugement	précédemment	préjudice condamne	préjudice immatériel	préjudice invoquer	préjudice moral subir	préjudice qui devoir	préjudice résulter	présent décision	présent procédure	présenter par monsieur	prétention adverse	prétention du partie	prétention le époux	prévaloir à juste	prévisible	publiquement et contradictoirement	pv	pénal	qualifier de anormal	qualité de expert	qualité de propriétaire	qualité pour agir	quantité important	quatre moi mois	rapprocher	raymond	rechercher	reconventionnel condamner	reconventionnel le condamnation	recours le époux	refuser	rejet du demande	rejet du prétention	rejette le demande	relever appel général	relever et garantir	remboursement	remis	rendre le 19	rendre le 27	renvoyer au conclusion	reporter	reposer	requérant	respecter le distance	responsabilité débouter	responsabilité débouter monsieur	responsabilité pour trouble	responsabilité sans faute	responsable du dommage	ressortir du procès	ressortir du rapport	retard le condamnation	revancher	revenir	risque de dommage	risque de infiltration	riverain	rochelle	roulant	ruissellement	règlement de lotissement	récent	rédiger	réduction	réfection	réfection total	réformation	réforme	réformer également	référé au fin	référé en date	régler à monsieur	réparation du trouble	réparer le préjudice	répliquer	réponse	réponse au dire	réputer	réserve du droit	réserver	résidentiel	résulter du disposition	résulter du procès	résulter du rapport	sapiteur	selon l expert	sembler	septembre 2012	septembre 2013	septembre 2015 auquel	service	servitude de vue	seul élément	sic	signification du présent	signifier par voie	sinistre	sis monsieur	site	situer en limite	situer entre	situer le plus	situer à moins	social	solidairement le époux	sollicite	sollicitent le condamnation	solliciter à titre	somme de 1000	somme respectif	sommer de 1	sommer de 10	sondage	sorte que si	souhaiter	sous astreindre	sous le maîtrise	soutenant	soutenir également	souterrain	spécialiser	spécifique	stagnation	statuer en audience	strict	subir depuis	subir du trouble	subir notamment	subir par madame	subir par monsieur	subsidiaire constater	succombant	succomber supporter	succomber être condamner	sud	suivant du code	surabondant	surface	surtout	survenance	surélévation	syndicat	syndicat du copropriétaire	séjour	séjour du époux	séparatif du fond	talus	tandis	tel sorte	tendant	tenir au dépens	tenter	terme suivant	terminer	terrain de monsieur	terrain du époux	terrasse dont	terrasse du époux	terrasse litigieux	titre de provision	titre du travail	titre infiniment	titre infiniment subsidiaire	titre principal déclarer	titre provisionnel	titre reconventionnel	toilette	toit de manière	toulouse	tout entreprise	tout le condamnation	tout le mesure	tout le moins	tout propriétaire	tout propriétaire devoir	tout son longueur	tout son prétention	tout élément	traitement	traiter	tranquillité du voisinage	travail au frais	travail avant	travail de démolition	travail le tribunal	trouble alléguer	trouver un solution	très faible	ttc	tuyau de descente	utilement	v au entier	v faire	vent dominer	vers	versailles	verser au époux	vibration	viser ci	viser ci dessus	viser du article	voisin monsieur	voisin ne pouvoir	voisin occasionnel	voisinage ainsi	voisinage devoir	voisinage dont	voisinage engager	voisinage générer	voisinage madame	voisinage pouvoir	voisinage puisqu	volet	volet roulant	volontaire	vu l ordonnance	vu le conclusion	véhicule	vénal
CADOU1500903	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06977477640105403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07656382166984259	0.0	0.0	0.0	0.06977477640105403	0.06977477640105403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08515940656955148	0.0	0.0	0.0	0.0	0.0	0.0	0.06977477640105403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06977477640105403	0.0	0.0	0.0	0.06977477640105403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6890743950285834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07656382166984259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06977477640105403	0.0	0.07656382166984259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06977477640105403	0.13954955280210807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06977477640105403	0.0	0.13954955280210807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06977477640105403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06977477640105403	0.0	0.06977477640105403	0.0	0.0	0.08140001956800347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08140001956800347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07656382166984259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06977477640105403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06977477640105403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06977477640105403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06977477640105403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06977477640105403	0.0	0.0	0.0	0.0	0.0	0.07656382166984259	0.0	0.06977477640105403	0.0	0.0	0.0	0.06977477640105403	0.0	0.0	0.07656382166984259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07656382166984259	0.0	0.0	0.0	0.08140001956800347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06977477640105403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3488738820052702	0.0	0.0	0.0	0.0	0.06977477640105403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08140001956800347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06977477640105403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06977477640105403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06977477640105403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06977477640105403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13954955280210807	0.0	0.06977477640105403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13954955280210807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07656382166984259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06977477640105403	0.06977477640105403	0.06977477640105403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06977477640105403	0.0	0.0	0.0	0.06977477640105403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06977477640105403	0.0	0.0	0.0	0.06977477640105403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06977477640105403	0.0	0.0	0.0	0.0	0.0	0.0	0.06977477640105403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08515940656955148	0.0	0.0	0.0	0.0	0.07656382166984259	0.0	0.0	0.0	0.0	0.0	0.0	0.06977477640105403	0.13954955280210807	0.06977477640105403	0.06977477640105403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07656382166984259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06977477640105403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07656382166984259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07656382166984259	0.0	0.0	0.0	0.0	0.06977477640105403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
